DEPOSIT_NAME,CRITICAL_MINERAL,DEPOSIT_TYPE,LATITUDE,LONGITUDE,LOCATION,LOC_DETAIL
Trepça,Gallium,Ga in Clastic-dominated Pb-Zn,42.938889,20.916667,Serbia,
Tres Marias,Gallium,Ga in Mississippi Valley-type,29.142778,-103.665833,Mexico,
Tri-State District,Gallium,Ga in Mississippi Valley-type,37.08333333,-94.65,United States of America,Kansas
Tsumeb,Gallium,Ga in Clastic-dominated Pb-Zn,-19.23944444,17.71611111,Namibia,
Tucuruí,Gallium,Ga in Bauxite,-3.806033333,-49.663625,Brazil,
Tula,Gallium,Ga in Bauxite,54.17092222,37.71603889,Russia,
Tverrfjellet,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",62.22883,9.48306,Norway,
Tynagh,Gallium,Ga in Clastic-dominated Pb-Zn; Mississippi Valley-type,53.165,-8.376388889,Ireland,
Uchalinskoe,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",54.301859,59.418437,Russia,
Uchinotai-Uwamuki,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",40.32847,140.7483,Japan,
Ukhta,Gallium,Ga in Bauxite,63.557325,53.99354167,Russia,
Upper Mississippi Valley district,Gallium,Ga in Mississippi Valley-type,42.82712369,-90.01216873,United States of America,Wisconsin
Urslja Gora,Gallium,Ga in Mississippi Valley-type,46.51136,14.95149,Slovenia,
Vangorda,Gallium,Ga in Clastic-dominated Pb-Zn,62.25,-133.18,Canada,
Vezhayu-Vorykva,Gallium,Ga in Bauxite,64.731377,49.668999,Russia,
Viburnum Trend,Gallium,Ga in Mississippi Valley-type,37.704796,-91.109683,United States of America,Missouri
Viscaria,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",67.84871,20.00365,Sweden,
Vislovo,Gallium,Ga in Bauxite,54.35711667,35.81733056,Russia,
Voelsberg,Gallium,Ga in Bauxite,51.13355,11.24174722,Germany,
Vysokopl'ye,Gallium,Ga in Bauxite,46.59204444,33.04788333,Ukraine,
Walton,Gallium,Ga in Clastic-dominated Pb-Zn,45.20555556,-64.04166667,Canada,
Washington,Gallium,Ga in Bauxite,47.42453611,-120.2133417,United States of America,Washington
Weipa,Gallium,Ga in Bauxite,-12.64988611,141.8666917,Australia,
West Fork,Gallium,Ga in Mississippi Valley-type,37.51,-91.12,United States of America,Missouri
West Maui,Gallium,Ga in Bauxite,21.00055556,-156.5452778,United States of America,Hawaii
Willowdale,Gallium,Ga in Bauxite,-32.89456667,115.9259139,Australia,
Windisch-Bleiberg,Gallium,Ga in Mississippi Valley-type,46.4907,14.23353,Austria,
Winterville,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",46.9703,68.5717,Kazakhstan,
Wisconsin-Illinois,Gallium,Ga in Mississippi Valley-type,42.492713,-89.03213,United States of America,Illinois
Woodlawn,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",-33.0796,149.16524,Australia,
Xinxu,Gallium,Ga in Bauxite,23.204446,106.348675,China,
Yakovlevo,Gallium,Ga in Bauxite,50.87400278,36.43168889,Russia,
Yavapai,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",33.085556,-109.360556,United States of America,Arizona
Yercaud I,Gallium,Ga in Bauxite,11.83229444,78.23058333,India,
Yercaud II,Gallium,Ga in Bauxite,11.81626944,78.21986389,India,
Yuzhnoural'sk,Gallium,Ga in Bauxite,54.43073611,61.20293889,Russia,
Zaostrovsk,Gallium,Ga in Bauxite,58.00820556,56.13111667,Russia,
Zapadno-Ozernoye,Gallium,"Ga in Volcanogenic Massive Sulfide, Kuroko type",54.3142,59.4342,Russia,
Zawar,Gallium,Ga in Clastic-dominated Pb-Zn,24.36361111,73.71611111,India,
Zhairem,Gallium,Ga in Clastic-dominated Pb-Zn,48.27638889,70.22944444,Kazakhstan,
Zinkgruvan,Gallium,Ga in Clastic-dominated Pb-Zn,58.82,15.1,Sweden,
Quebrada Del Gato,Graphite,Crystalline Graphite,-31.43075,-68.13275,Argentina,
Undercliff,Graphite,Amorphous Graphite,-28.6607,152.21,Australia,
Jack's Creek,Graphite,Amorphous Graphite,-20.66525,147.86667,Australia,
Koppio-Uley mines,Graphite,Crystalline Graphite,-34.80132,135.71167,Australia,
Munglinup River,Graphite,Crystalline Graphite,-33.496,120.84919,Australia,
Doppl-Muehldorf-Zettlitz,Graphite,Crystalline Graphite,48.38199,15.45211,Austria,
Kaisersberg-Trieben,Graphite,Amorphous Graphite,47.34787,15.06667,Austria,
Itanhem,Graphite,Crystalline Graphite,-17.0988,-40.35,Brazil,
Itapacerica,Graphite,Crystalline Graphite,-20.4319,-45.1333,Brazil,
Pedra Azul,Graphite,Crystalline Graphite,-15.88217,-45.1333,Brazil,
Bisset Creek,Graphite,Crystalline Graphite,46.23119,-78.06667,Canada,
Coronation,Graphite,Crystalline Graphite,45.28925,-77.94167,Canada,
Graphite Lake-Ryerson-Todd area,Graphite,Crystalline Graphite,45.7298,-79.07778,Canada,
Kirkham-Portland-Timmins area,Graphite,Crystalline Graphite,44.55758,-76.57444,Canada,
Tagliamonte,Graphite,Crystalline Graphite,46.23116,-78.0667,Canada,
Graphex-Graphico-Orwell mines,Graphite,Crystalline Graphite,46.14314,-75.55472,Canada,
North American Mine,Graphite,Crystalline Graphite,45.51665,-75.54959,Canada,
St-Amime-Lac Des Iles,Graphite,Crystalline Graphite,46.24786,-75.5333,Canada,
Lac Knife,Graphite,Crystalline Graphite,52.55,-61.1833,Canada,
Pollon Lake area,Graphite,Crystalline Graphite,56.38136,-103.125,Canada,
Haikou,Graphite,Amorphous Graphite,20.08195,110.41667,China,
Heling,Graphite,Amorphous Graphite,46.31453,129.55,China,
Jixi (Liu Mao),Graphite,Amorphous Graphite,45.28119,131,China,
Liu Mao,Graphite,Amorphous Graphite,45.29786,131.06667,China,
Honan Deposits,Graphite,Amorphous Graphite,32.49867,113.88269,China,
Hunan,Graphite,Amorphous Graphite,25.99915,112.99946,China,
Panshi,Graphite,Amorphous Graphite,42.93119,125.96667,China,
Hohot,Graphite,Crystalline Graphite,40.81489,111.61609,China,
Shandong Peninsula,Graphite,Crystalline Graphite,37.03174,120.31587,China,
Xing He,Graphite,Crystalline Graphite,40.883333,113.883333,China,
Cesky Krumlov,Graphite,Crystalline Graphite,48.79871,14.31884,Czech Republic,
Kolledeye,Graphite,Crystalline Graphite,49.2154,14.45215,Czech Republic,
Velke Vbrno-Konstantin Vvk,Graphite,Amorphous Graphite,50.13122,17.33333,Czech Republic,
East Godavari,Graphite,Crystalline Graphite,17.38317,81.85029,India,
Khammam,Graphite,Crystalline Graphite,17.38317,81.3336,India,
Srikakulam,Graphite,Crystalline Graphite,18.33308,83.10026,India,
Visakhapatnam,Graphite,Crystalline Graphite,18.01651,82.93356,India,
Khamdih,Graphite,Crystalline Graphite,23.96598,84.21694,India,
Sokra,Graphite,Crystalline Graphite,23.96598,84.13354,India,
Dandatapa Area,Graphite,Crystalline Graphite,20.79955,84.60022,India,
Sargipali Area,Graphite,Crystalline Graphite,20.89955,83.08356,India,
Titlagarh Area,Graphite,Crystalline Graphite,20.19961,83.36695,India,
Tumdibandh-Phulbani Area,Graphite,Crystalline Graphite,19.83294,83.63355,India,
Tamatia Mines,Graphite,Crystalline Graphite,23.61603,74.50049,India,
Madurai,Graphite,Crystalline Graphite,10.06728,77.83368,India,
Chawia,Graphite,Crystalline Graphite,-3.4648,38.38447,Kenya,
Oldoinyo-Nyiro,Graphite,Crystalline Graphite,0.74994,37,Kenya,
Yonghung-Kaechon area,Graphite,Amorphous Graphite,39.83165,127.43224,North Korea,
Songjin Deposits,Graphite,Crystalline Graphite,40.66503,129.19888,North Korea,
Wolmyong-Kaerim-Pongmyong,Graphite,Amorphous Graphite,36.41462,127.75,South Korea,
Yongwon-GunJa-Pyongtack-Shihung,Graphite,Crystalline Graphite,36.91461,127.66667,South Korea,
Ambatomitamba Sahanovo Area,Graphite,Crystalline Graphite,-18.34688,49.10105,Madagascar,
Perinet-Ambatovy-Area,Graphite,Crystalline Graphite,-18.93014,48.45106,Madagascar,
Telixtlahuaca,Graphite,Crystalline Graphite,17.32632,-96.86495,Mexico,
Las Trincheras,Graphite,Amorphous Graphite,30.39813,-111.53333,Mexico,
Lourdes area,Graphite,Amorphous Graphite,28.60023,-110.50065,Mexico,
Tonichi,Graphite,Amorphous Graphite,28.58153,-109.56667,Mexico,
Skaland-Senja,Graphite,Crystalline Graphite,69.44881,17.28729,Norway,
La Galgada-La Limena-San Carlos mines,Graphite,Amorphous Graphite,-8.46468,-78.1331,Peru,
Baia De Fier,Graphite,Amorphous Graphite,45.23119,23.75,Romania,
Botogolsk,Graphite,Crystalline Graphite,52.4646,100.75,Russia,
Boyarsk,Graphite,Crystalline Graphite,51.8478,106.09947,Russia,
Kureyka,Graphite,Amorphous Graphite,66.48177,87.16667,Russia,
Noginskoje,Graphite,Amorphous Graphite,64.49834,91.25,Russia,
Soyusnoye,Graphite,Crystalline Graphite,47.91454,130.93333,Russia,
Tayginsk,Graphite,Crystalline Graphite,55.63134,60.65,Russia,
Gumbu Graphite Mine,Graphite,Crystalline Graphite,-22.31516,30.66667,South Africa,
Malonga Graphite Mine,Graphite,Amorphous Graphite,-22.64848,30.88333,South Africa,
Kahatagaha-Kolongaha,Graphite,Crystalline Graphite,7.56753,80.53361,Sri Lanka,
Zaval'E,Graphite,Crystalline Graphite,48.19787,30.03333,Ukraine,
Christophosen Creek,Graphite,Crystalline Graphite,65.0254,-165.63222,United States of America,Alaska
Graphite Creek,Graphite,Crystalline Graphite,65.03929,-165.53833,United States of America,Alaska
Imuruk Basin Graphite,Graphite,Crystalline Graphite,65.03586,-165.5528,United States of America,Alaska
Kigluaik Mountains Graphite District,Graphite,Crystalline Graphite,65.04319,-165.54083,United States of America,Alaska
Southern California area,Graphite,Crystalline Graphite,34.6538,-118.4689,United States of America,California
Black Lady Nos. 1 and 2,Graphite,Crystalline Graphite,36.89874,-118.0744,United States of America,California
Eureka Plumbago-Morgan mines,Graphite,Crystalline Graphite,38.01769,-120.37989,United States of America,California
Skinner Ranch,Graphite,Crystalline Graphite,38.19042,-122.5919,United States of America,California
Unnamed,Graphite,Crystalline Graphite,36.278,-121.55518,United States of America,California
Unnamed Location,Graphite,Crystalline Graphite,41.21205,-123.76753,United States of America,California
Wedge,Graphite,Crystalline Graphite,32.80249,-115.97861,United States of America,California
Graphite Basin,Graphite,Crystalline Graphite,38.58981,-106.3778,United States of America,Colorado
Unnamed Graphite Deposit,Graphite,Crystalline Graphite,38.67361,-105.98059,United States of America,Colorado
Graphite Mines,Graphite,Crystalline Graphite,41.85537,-73.3678,United States of America,Connecticut
Lead Hill Mine Graphite Deposits,Graphite,Crystalline Graphite,41.93828,-72.1842,United States of America,Connecticut
Unnamed Graphite Mine,Graphite,Crystalline Graphite,34.11911,-84.7425,United States of America,Georgia
Detroit-Northern Graphite Quarries,Graphite,Amorphous Graphite,46.6347,-88.34724,United States of America,Michigan
Black Diamond Carbon Graphitic,Graphite,Crystalline Graphite,46.31646,-111.6336,United States of America,Montana
Crystal Graphite Mine,Graphite,Crystalline Graphite,45.10268,-112.50587,United States of America,Montana
Boston-Goshen-Osgood Mines area,Graphite,Crystalline Graphite,43.27346,-72.0986,United States of America,New Hampshire
Stone Mills Graphite Mine,Graphite,Crystalline Graphite,40.68121,-74.87722,United States of America,New Jersey
Adirondack Mining & Milling Mine,Graphite,Crystalline Graphite,43.55828,-73.45533,United States of America,New York
Essex-Warren area,Graphite,Crystalline Graphite,43.89896,-73.4694,United States of America,New York
Champlain Graphite Mine,Graphite,Crystalline Graphite,43.53778,-73.48093,United States of America,New York
M. B. Hooper Graphite Mine,Graphite,Crystalline Graphite,43.55346,-73.4983,United States of America,New York
Pope Mills-Rossie Deposits,Graphite,Crystalline Graphite,44.47078,-75.5546,United States of America,New York
Rowland Graphite Mine area,Graphite,Crystalline Graphite,43.60388,-73.97175,United States of America,New York
Silver Leaf Graphite Co.Mine,Graphite,Crystalline Graphite,43.59146,-73.4331,United States of America,New York
Dillinger Mine & Mill,Graphite,Crystalline Graphite,35.89857,-82.1814,United States of America,North Carolina
Cranston-Penners Ledge Mines,Graphite,Amorphous Graphite,41.76617,-71.4583,United States of America,Rhode Island
Copper Cliff Mine,Graphite,Crystalline Graphite,44.12135,-103.8353,United States of America,South Dakota
Burnet-Llano District,Graphite,Crystalline Graphite,30.78491,-98.35783,United States of America,Texas
Rabbit Creek Area,Graphite,Crystalline Graphite,42.20817,-105.2317,United States of America,Wyoming
Taskazgan,Graphite,Crystalline Graphite,40.81455,63.38333,Uzbekistan,
Lynx Mine,Graphite,Crystalline Graphite,-16.43043,29.30134,Zimbabwe,
Clayton Valley ,Lithium,Li Basin Brines,37.77616498,-117.5681488,United States of America,Nevada
Searles Lake,Lithium,Li Basin Brines,35.73621549,-117.3312313,United States of America,California
Salton Sea,Lithium,Li Basin Brines,33.36377657,-115.8691608,United States of America,California
Zhabuye Lake,Lithium,Li Basin Brines,31.42594176,84.05186252,Tibet,
Taijanier Lake,Lithium,Li Basin Brines,37.49795779,93.9395491,China,Qaidam
Dead Sea,Lithium,Li Basin Brines,31.41646214,35.42691848,Israel,
DXC,Lithium,Li Basin Brines,31.58123258,86.74799774,Tibet,
Salar de Uyuni,Lithium,Li Basin Brines,-20.20128,-67.41002824,Bolivia,Altiplano
Salar de Atacama,Lithium,Li Basin Brines,-23.48123862,-68.31466994,Chile,Altiplano
Salar de Hombre Muerto,Lithium,Li Basin Brines,-25.39060335,-67.10806079,Argentina,Puna
Salar del Rincon,Lithium,Li Basin Brines,-24.10371425,-67.10582432,Argentina,
Salar de Cuachari and Salar de Olaroz,Lithium,Li Basin Brines,-23.47116962,-66.74182928,Argentina,
Salar de Llullaillaco,Lithium,Li Basin Brines,-24.79710002,-68.30127252,Argentina,
Salar de Copaisa,Lithium,Li Basin Brines,-19.22171769,-68.09007579,Bolivia,
Salar de Pastos Grandes,Lithium,Li Basin Brines,-21.65237617,-67.78119983,Bolivia,
Salar de Maricunga,Lithium,Li Basin Brines,-26.93604532,-69.06936404,Chile,
Great Salt Lake,Lithium,Li Basin Brines,41.25310526,-112.7050636,United States of America,Utah
Salar de Surire,Lithium,Li Basin Brines,-18.83740384,-69.00534518,Chile,
Orrvik,Lithium,Pegmatite,64.2,20.76916,Sweden,
Haapaluoma,Lithium,Pegmatite,63.50833,22.9825,Finland,
Ullava (Länttä),Lithium; Beryllium,Pegmatite,63.42555,23.70611,Finland,
Seinajoki,Lithium,Pegmatite,62.77944,22.81555,Finland,
Little Nahanni,Lithium,Pegmatite,62.2,-128.833,Canada,NWT
Borkenas-Orust,Lithium,Pegmatite,58.16944,11.67888,Sweden,
Lipovy Log,Lithium,Pegmatite,57.56667,61.31667,Russia,Central Urals
Leinster,Lithium,Pegmatite,52.785306,-6.537423,Ireland,
Favourable Lake,Lithium,Pegmatite,52.598329,-93.378785,Canada,Ontario
Whabouchi,Lithium,Pegmatite,51.683252,-75.84583,Canada,Quebec
Orlovka,Lithium,Pegmatite,51.057178,114.834199,Russia,Transbaikalia
Root,Lithium,Pegmatite,50.8,-91.7,Canada,Ontario
Malkhan,Lithium,Pegmatite,50.6515,109.879833,Russia,Transbaikalia
Greer,Lithium,Pegmatite,50.344,-95.317,Canada,Manitoba
Big Whopper,Lithium,Pegmatite,50.25,-94.06,Canada,Ontario
Gullwing Lake,Lithium,Pegmatite,49.86333,-92.53111,Canada,
Mavis,Lithium,Pegmatite,49.821377,-92.656329,Canada,Ontario
Oldrich,Lithium,Pegmatite,49.42083,16.00277,Czech Republic,
Lacorne,Lithium,Pegmatite,48.41083,-77.80817,Canada,Quebec
Altai,Lithium,Pegmatite,47.189923,88.812579,China,NW
Koralpe,Lithium,Pegmatite,46.867398,14.931632,Austria,
Brissago,Lithium,Pegmatite,46.00417,8.70889,Italy,
Chedeville,Lithium,Pegmatite,45.97916,1.38611,France,
Animikie,Lithium,Pegmatite,45.85056,-88.35278,United States of America,Wisconsin
Brazil Lake,Lithium,Pegmatite,44.00917,-65.99667,Canada,Nova Scotia
Palermo,Lithium; Beryllium,Be Type Rare-Metal Pegmatite,43.75138,-71.88959,United States of America,New Hampshire
Beryl Mountain,Lithium,Pegmatite,43.18107,-72.2942,United States of America,New Hampshire
Black Mountain,Lithium,Pegmatite,42.76805,-107.44208,United States of America,Wyoming
Elba,Lithium,Pegmatite,42.751201,10.205034,Italy,
Clark,Lithium,Pegmatite,42.419505,-72.872585,United States of America,Massachusetts
Covas de Barroso,Lithium,Pegmatite,41.6347,-7.783847,Portugal,
Anderson,Lithium,Pegmatite,41.592232,-72.591638,United States of America,Connecticut
Crystal Mountain,Lithium; Beryllium,Pegmatite,40.54639,-105.37333,United States of America,Colorado
Quartz Cr,Lithium,Pegmatite,38.54167,-106.62556,United States of America,Colorado
Talbuzanak,Lithium,Pegmatite,37.202,70.56,Afghanistan,
Eshkashim,Lithium,Pegmatite,36.455,71.606,Afghanistan,
Pachighram,Lithium,Pegmatite,35.528,71,Afghanistan,
Kantiway,Lithium,Pegmatite,35.436,70.772,Afghanistan,
Panjsher,Lithium,Pegmatite,35.333,69.333,Afghanistan,
Marid,Lithium,Pegmatite,35.233,71.333,Afghanistan,
Kings Mountain,Lithium; Beryllium,Be Type Rare-Metal Pegmatite,35.220183,-81.354317,United States of America,North Carolina
Nilaw-Kolum,Lithium,Pegmatite,35.208,70.354,Afghanistan,
Kurghal,Lithium,Pegmatite,35.068,70.306,Afghanistan,
Parun,Lithium,Pegmatite,34.909,70.871,Afghanistan,
Alinghar,Lithium,Pegmatite,34.878,70.28,Afghanistan,
Darra-i-Pech,Lithium,Pegmatite,34.672,70.782,Afghanistan,
Darrahe-Nur,Lithium,Pegmatite,34.617,70.75,Afghanistan,
Shahidan,Lithium,Pegmatite,34.525,69.904,Afghanistan,
Surkh-Rod,Lithium,Pegmatite,34.435,70.256,Afghanistan,
Taghawlor,Lithium,Pegmatite,33.708,66.325,Afghanistan,
Guanpo,Lithium,Pegmatite,33.7,110.8,China,
San Diego,Lithium,Pegmatite,33.211727,-116.798272,United States of America,California
McAllister,Lithium,Pegmatite,32.885179,-86.248043,United States of America,Alabama
Nanping,Lithium; Niobium and Tantalum,Li-Cs-Ta type pegmatite,26.67,118.1,China,
Maoantan,Lithium,Pegmatite,26.2,111.8,China,
Khnefissat,Lithium,Pegmatite,20.793888,-15.570556,Mauritania,
Igbeti,Lithium,Pegmatite,8.31666,3.025,Nigeria,
Kokobin,Lithium,Pegmatite,6,-1,Ghana,
Bijyojyo,Lithium,Pegmatite,-1.99194,29.61694,Rwanda,
Ruhembe,Lithium,Pegmatite,-2.76083,29.30805,Burundi,
Kivuvu,Lithium,Pegmatite,-2.834061,29.530003,Burundi,
Mamoes,Lithium,Pegmatite,-6.918441,-36.723513,Brazil,Minas Gerais
Alto Ligonha,Lithium,Pegmatite,-15.737382,38.253732,Mozambique,
Urucum Pegmatite,Lithium,Pegmatite,-19.02305,-41.46,Brazil,
Betafo,Lithium,Pegmatite,-19.91667,46.5333,Madagascar,
Tabba,Lithium,Pegmatite,-20.6666,118.92306,Australia,
Rubicon,Lithium,Pegmatite,-22.10306,15.99389,Namibia,
Union,Lithium,Pegmatite,-24.116999,30.894021,South Africa,
Niobe,Lithium,Pegmatite,-27.70722,117.26694,Australia,
Homestead,Lithium,Pegmatite,-28.769078,18.495696,Namibia,
Edon,Lithium,Pegmatite,-29.30722,117.68333,Australia,
Marion,Lithium,Pegmatite,-31.07805,121.46666,Australia,
Tantalite,Lithium,Pegmatite,-31.09722,121.07528,Australia,
Bald,Lithium,Pegmatite,-31.51555,122.17944,Australia,
Deans,Lithium,Pegmatite,-32.30694,121.785,Australia,
Las Cuevas,Lithium,Pegmatite,-32.38611,-65.70694,Argentina,
San Luis,Lithium,Pegmatite,-32.98333,-65.98333,Argentina,
Cattlin,Lithium,Pegmatite,-33.56388,120.03972,Australia,
Meldon,Lithium; Beryllium,Pegmatite,50.7144627,-4.030153128,England,
Podlesi,Lithium,Pegmatite,50.421821,12.789615,Czech Republic,
Kalahari,Manganese,Marine sedimentary Mn,-27.18333333,22.95,South Africa,
Molango,Manganese,Marine sedimentary Mn,20.83333333,-98.73333333,Mexico,
Bolshe Tokmak,Manganese,Marine sedimentary Mn,47.25,35.7,Ukraine,
Nikopol,Manganese,Marine sedimentary Mn,47.56666667,34.41666667,Ukraine,
Groote Eylandt,Manganese,Marine sedimentary Mn,-14,136.5,Australia,
Urkut,Manganese,Marine sedimentary Mn,47.08333333,17.66666667,Hungary,
Tchiatura,Manganese,Marine sedimentary Mn,42.31666667,43.3,Georgia,
Azul,Manganese,Secondary enrichment,-6.133333333,-50.35,Brazil,
Urucum,Manganese,Marine sedimentary Mn,-19.13333333,-57.55,Brazil,
Madhya Pradesh,Manganese,Marine sedimentary Mn,21.83333333,80.3,India,
Orissa,Manganese,Secondary enrichment,21.63333333,85.66666667,India,Chatrapur
Varna,Manganese,Marine sedimentary Mn,43.21666667,27.91666667,Bulgaria,
Serro do Navio,Manganese,Secondary enrichment,1,-52,Brazil,
Nsuta,Manganese,Secondary enrichment,5.28,-1.95,Ghana,
Tambao,Manganese,Secondary enrichment,14.78333333,-0.066666667,Burkina Fasso,
Karnataka,Manganese,Marine sedimentary Mn,13.93333333,75.51666667,India,
Postmasburg,Manganese,Secondary enrichment,-28.05,23.05,South Africa,
Western Transval,Manganese,Secondary enrichment,-26.25,27.01666667,South Africa,
Goa,Manganese,Secondary enrichment,15.5,73.91666667,India,
Morro da Mina,Manganese,Secondary enrichment,-20.58333333,-43.83333333,Brazil,
Wafangtzu,Manganese,Marine sedimentary Mn,39.58333333,122,China,
Gujarat,Manganese,Marine sedimentary Mn,23,72.5,India,
Andhra Pradesh Vizianagaram-Visakhapatnam Manganese Belt,Manganese,Secondary enrichment,18.36666667,83.45,India,
Imini,Manganese,Marine sedimentary Mn,30.73333333,-6.9,Morocco,
Blue River,Niobium and Tantalum,Carbonatite,52.31666667,-119.1666667,Canada,
Tanco,Niobium and Tantalum; Beryllium; Lithium,Be Type Rare-Metal Pegmatite; Li-Cs-Ta type pegmatite,50.43333333,-95.45,Canada,Manitoba
Niobec,Niobium and Tantalum,Carbonatite,48.53333333,-71.15,Canada,
Crevier,Niobium and Tantalum,Carbonatite,49.5,-72.81666667,Canada,
Oka,Niobium and Tantalum,Carbonatite,45.50416667,-74.02222222,Canada,
Araxá,Niobium and Tantalum; Barite; Rare-Earth Elements,"Carbonatite; Vein, cavity-fill, metasomatic",-19.66666667,-46.95,Brazil,
Volta Grande,Niobium and Tantalum; Beryllium; Lithium,Li-Cs-Ta type pegmatite,-21.08333333,-44.58333333,Brazil,
Pitinga,Niobium and Tantalum,Alkaline granite and syenite,0.783611111,-60.07861111,Brazil,
Morro dos Seis Lagos,Niobium and Tantalum,Carbonatite,0.281944445,-66.68027778,Brazil,
Ilimaussaq complex,Niobium and Tantalum; Rare-Earth Elements; Beryllium,Peralkaline intrusion Be,61.0107706,-45.70582454,Greenland,
Ghurayyah,Niobium and Tantalum,Alkaline granite and syenite,27.91666667,35.8,Saudi Arabia,
El Nuweiba,Niobium and Tantalum,Rare-metal granite,25.20085833,34.49893056,Egypt,
Umm Naggat,Niobium and Tantalum,Rare-metal granite,25.20085833,34.49893056,Egypt,
Bonga,Niobium and Tantalum,Carbonatite,-14.26805556,13.96722222,Angola,
Kenticha,Niobium and Tantalum; Lithium,Li-Cs-Ta type pegmatite,5.516666667,39.03333333,Ethiopia,
Kanyika,Niobium and Tantalum,Alkaline granite and syenite,-12.01055556,33.63333333,Malawi,
Marropino,Niobium and Tantalum,Lithium-Cesium-Tantalum type pegmatite,-16.51111111,37.90277778,Mozambique,
Morrua,Niobium and Tantalum,Lithium-Cesium-Tantalum type pegmatite,-16.26666667,37.86666667,Mozambique,
Muriane,Niobium and Tantalum,Lithium-Cesium-Tantalum type pegmatite,-15.7375,38.25277778,Mozambique,
Tantalite Valley,Niobium and Tantalum,Lithium-Cesium-Tantalum type pegmatite,-28.71666667,18.8,Namibia,
Three Aloes,Niobium and Tantalum,Lithium-Cesium-Tantalum type pegmatite,-21.21861111,14.8675,Namibia,
Palinesberg,Niobium and Tantalum,Alkaline granite and syenite,-24.23333333,27.06666667,South Africa,
Eagle,Niobium and Tantalum,Lithium-Cesium-Tantalum type pegmatite,-18.5,32.43333333,Zimbabwe,
Donsa,Niobium and Tantalum,Lithium-Cesium-Tantalum type pegmatite,-18.5,32.43333333,Zimbabwe,
Tomtor,Niobium and Tantalum,Carbonatite,71.05361111,116.5711111,Russia,
Katuginskoye,Niobium and Tantalum,Alkaline granite and syenite,56.3,119.2,Russia,
Etykinskoye,Niobium and Tantalum,Rare-metal granite,47.56,134.72,Russia,
Vishnyalovskoye,Niobium and Tantalum; Beryllium,Lithium-Cesium-Tantalum type pegmatite,55.22,97.75,Russia,
Voznesenovskoye,Niobium and Tantalum,Rare-metal granite,44.16666667,132.2333333,Russia,
Alakhinskoye,Niobium and Tantalum,Rare-metal granite,49.43916667,86.96083333,Russia,
Halzan-Buregtei,Niobium and Tantalum,Alkaline granite and syenite,48.41666667,91.96666667,Mongolia,
Yichun,Niobium and Tantalum; Lithium,Rare-metal granite; Li-Cs-Ta type pegmatite,27.64947222,114.5177944,China,
801,Niobium and Tantalum,Rare-metal granite,44.61666667,120.9666667,China,
Sokli,Niobium and Tantalum,Carbonatite,67.76666667,29.23333333,Finland,
Beauvoir-Echassieres,Niobium and Tantalum; Beryllium; Lithium,Rare-metal granite; Non-pegmatite; Li-Cs-Ta type pegmatite,46.18333333,2.933333334,France,
Elk Creek,Niobium and Tantalum; Rare-Earth Elements,Carbonatite,40.27027778,-96.19,United States of America,Nebraska
Iron Hill,Niobium and Tantalum; Titanium,Carbonatite; Alkalic/metasomatized,38.23472222,-106.7086111,United States of America,Colorado
Bald Hill,Niobium and Tantalum,Lithium-Cesium-Tantalum type pegmatite,-31.51555556,122.1794444,Australia,
Mount Deans,Niobium and Tantalum,Lithium-Cesium-Tantalum type pegmatite,-32.30694444,121.785,Australia,
Bayan Obo,Niobium and Tantalum; Rare-Earth Elements,Carbonatite,41.79916667,109.9744444,China,Inner Mongolia
Mutala,Niobium and Tantalum,Lithium-Cesium-Tantalum type pegmatite,-15.01527778,37.91666667,Mozambique,
Wellgreen Intrusion,Platinum-Group Elements,Conduit,61.466,-139.521,Canada,
Nunatak-Brady Glacier,Platinum-Group Elements,Contact,58.554,-136.925,United States of America,Alaska
Bird River (Page Zone and Ore Fault Zone),Platinum-Group Elements,Contact,50.482,-95.507,Canada,
Duluth Complex,Platinum-Group Elements,Contact,47.73,-91.8,United States of America,Minnesota
Great Lakes Nickel,Platinum-Group Elements,Contact,48.079,-89.625,Canada,
Lac des Iles,Platinum-Group Elements,Atypical; pipe-like ore bodies,49.167,-89.617,Canada,
Thunder Bay North Project,Platinum-Group Elements,Contact,48.754,-88.901,Canada,
Eagle Nickel,Platinum-Group Elements,Conduit,46.748,-87.889,United States of America,Michigan
Geordie Lake,Platinum-Group Elements,Contact,48.818,-86.485,Canada,
Marathon,Platinum-Group Elements,Contact,48.793,-86.316,Canada,
Eagle's Nest,Platinum-Group Elements,Conduit,52.737,-86.306,Canada,
River Valley,Platinum-Group Elements,Contact,46.691,-80.259,Canada,
Ivakkak,Platinum-Group Elements,Komatiitic,61.443,-77.166,Canada,
Mequillon,Platinum-Group Elements,Komatiitic,61.514,-73.753,Canada,
Expo,Platinum-Group Elements,Komatiitic,61.557,-73.449,Canada,
Mesamax,Platinum-Group Elements,Komatiitic,61.575,-73.257,Canada,
Las Aguilas,Platinum-Group Elements,Conduit,-33.111,-66.128,Argentina,
